0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0
0,0,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039,3039,3039,3039,3039,3039,3039,3039,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,3053,3053,3053,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3049,3049,3049,3049,3049,3049,3049,3049,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3053,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3049,3049,3049,0,0,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,0,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3065,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3065,3065,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3065,0,0,0,3061,3061,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3065,3065,0,0,0,3061,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3065,3065,0,0,0,0,3061,3061,3061,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3065,3065,0,0,0,0,0,0,3061,3061,3061,3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,3065,3065,3065,3065,3065,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,3074,0,3074,0,0,0
3065,3065,3065,3065,3065,3065,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,3074,3074,3074,3074,3074,0,0
3065,3065,3065,3065,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,3074,3074,3074,3074,3074,3074,0,0
3065,3065,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3064,3064,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074,3074,3074,3074,3074,3074,3074,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074,3074,3074,3074,3074,3074,3074,3074,0
